Hall of Fame Airfoil - Re=1000000, Peak Ld, Rank #1
1.000000 0.002124
0.999953 0.002117
0.995984 0.002686
0.992160 0.003167
0.988115 0.003642
0.984270 0.004184
0.980400 0.004634
0.976480 0.005146
0.972581 0.005584
0.968612 0.006105
0.964719 0.006533
0.960812 0.007079
0.956829 0.007497
0.952943 0.007995
0.949054 0.008482
0.945110 0.008881
0.941183 0.009336
0.937293 0.009786
0.933316 0.010176
0.929481 0.010661
0.925466 0.011112
0.921696 0.011602
0.917670 0.011943
0.913781 0.012426
0.909889 0.012851
0.906027 0.013309
0.902018 0.013736
0.898099 0.014124
0.894217 0.014502
0.890260 0.015013
0.886372 0.015355
0.882429 0.015758
0.878533 0.016229
0.874584 0.016574
0.870734 0.016992
0.866827 0.017416
0.862810 0.017765
0.858864 0.018229
0.855088 0.018524
0.851093 0.018962
0.847179 0.019363
0.843262 0.019756
0.839363 0.020101
0.835390 0.020559
0.831543 0.020923
0.827598 0.021344
0.823685 0.021646
0.819810 0.022043
0.815892 0.022457
0.811936 0.022871
0.807980 0.023289
0.804102 0.023608
0.800226 0.024007
0.796315 0.024384
0.792346 0.024767
0.788451 0.025121
0.784596 0.025508
0.780585 0.025815
0.776710 0.026186
0.772797 0.026539
0.768924 0.026946
0.764956 0.027357
0.761029 0.027680
0.757134 0.028068
0.753205 0.028363
0.749225 0.028748
0.745361 0.029166
0.741477 0.029517
0.737555 0.029886
0.733589 0.030207
0.729737 0.030607
0.725821 0.030893
0.721924 0.031318
0.717966 0.031669
0.714045 0.031978
0.710124 0.032335
0.706202 0.032662
0.702350 0.033019
0.698371 0.033348
0.694426 0.033722
0.690542 0.034157
0.686692 0.034471
0.682696 0.034832
0.678774 0.035166
0.674906 0.035549
0.670985 0.035905
0.667116 0.036176
0.663096 0.036630
0.659284 0.036871
0.655370 0.037342
0.651440 0.037639
0.647501 0.038010
0.643588 0.038292
0.639636 0.038698
0.635736 0.039094
0.631793 0.039407
0.627915 0.039749
0.624012 0.040095
0.620128 0.040360
0.616167 0.040780
0.612258 0.041088
0.608389 0.041418
0.604519 0.041780
0.600528 0.042162
0.596606 0.042382
0.592810 0.042700
0.588719 0.043124
0.584845 0.043349
0.580899 0.043838
0.577004 0.044156
0.573099 0.044507
0.569246 0.044734
0.565217 0.045080
0.561321 0.045472
0.557481 0.045733
0.553555 0.046073
0.549691 0.046476
0.545701 0.046788
0.541771 0.047108
0.537915 0.047410
0.533982 0.047833
0.530014 0.048152
0.526114 0.048413
0.522250 0.048773
0.518417 0.049109
0.514352 0.049360
0.510470 0.049748
0.506550 0.050088
0.502632 0.050460
0.498748 0.050735
0.494857 0.051143
0.490853 0.051391
0.487008 0.051804
0.483029 0.052158
0.479164 0.052427
0.475241 0.052732
0.471263 0.053143
0.467352 0.053411
0.463444 0.053740
0.459626 0.054028
0.455667 0.054365
0.451770 0.054779
0.447887 0.055072
0.443900 0.055392
0.440034 0.055809
0.436138 0.056092
0.432151 0.056386
0.428304 0.056726
0.424327 0.057022
0.420526 0.057416
0.416537 0.057791
0.412636 0.057968
0.408744 0.058381
0.404792 0.058700
0.400928 0.059044
0.396999 0.059403
0.392978 0.059652
0.389214 0.059966
0.385155 0.060418
0.381371 0.060630
0.377388 0.061012
0.373558 0.061355
0.369533 0.061683
0.365660 0.062004
0.361768 0.062251
0.357859 0.062602
0.353965 0.062987
0.349970 0.063251
0.346084 0.063668
0.342264 0.064019
0.338347 0.064228
0.334417 0.064646
0.330550 0.064996
0.326408 0.065252
0.322689 0.065633
0.318801 0.065927
0.314829 0.066217
0.310784 0.066628
0.306866 0.066853
0.303152 0.067186
0.299166 0.067479
0.295160 0.067801
0.291330 0.068124
0.287309 0.068476
0.283402 0.068864
0.279606 0.069123
0.275775 0.069535
0.271760 0.069761
0.267756 0.070134
0.263863 0.070386
0.259885 0.070775
0.256214 0.071074
0.252135 0.071461
0.248332 0.071777
0.244350 0.072055
0.240407 0.072439
0.236549 0.072621
0.232731 0.072924
0.228807 0.073389
0.224840 0.073561
0.220823 0.073965
0.216942 0.074298
0.213033 0.074672
0.209014 0.074964
0.205244 0.075331
0.201265 0.075577
0.197522 0.075998
0.193530 0.076204
0.189569 0.076486
0.185596 0.076791
0.181722 0.077220
0.177805 0.077408
0.173951 0.077797
0.170045 0.078159
0.165976 0.078393
0.162206 0.078738
0.158334 0.079084
0.154312 0.079375
0.150445 0.079643
0.146436 0.079858
0.142611 0.080174
0.138600 0.080560
0.134688 0.080805
0.130906 0.081159
0.126916 0.081539
0.123108 0.081823
0.119122 0.082019
0.115400 0.082405
0.111234 0.082666
0.107381 0.082940
0.103497 0.083348
0.099669 0.083648
0.095571 0.083845
0.091710 0.084209
0.087933 0.084343
0.083977 0.084695
0.080004 0.085074
0.076150 0.085390
0.072214 0.085542
0.068158 0.085988
0.064416 0.086200
0.060341 0.086489
0.056599 0.086813
0.052799 0.087102
0.048651 0.087381
0.044768 0.087686
0.040855 0.087977
0.036993 0.088212
0.032967 0.088578
0.029050 0.088773
0.025245 0.089111
0.021315 0.089454
0.017449 0.089647
0.013417 0.089929
0.009581 0.090131
0.005791 0.090501
0.001803 0.090879
-0.002111 0.091075
-0.006077 0.091278
-0.009865 0.091601
-0.013758 0.091917
-0.017728 0.092028
-0.021561 0.092339
-0.025548 0.092577
-0.029599 0.092792
-0.033496 0.093194
-0.037264 0.093448
-0.041365 0.093681
-0.045304 0.093908
-0.049097 0.094109
-0.052939 0.094414
-0.056974 0.094683
-0.060732 0.094882
-0.064824 0.095164
-0.068722 0.095342
-0.072656 0.095578
-0.076472 0.095782
-0.080308 0.096066
-0.084236 0.096303
-0.088084 0.096472
-0.092216 0.096846
-0.096058 0.097006
-0.099926 0.097285
-0.103951 0.097503
-0.107795 0.097746
-0.111795 0.097954
-0.115628 0.098264
-0.119369 0.098395
-0.123249 0.098621
-0.127280 0.098893
-0.131340 0.099149
-0.135188 0.099173
-0.139002 0.099543
-0.142797 0.099745
-0.146971 0.099893
-0.150855 0.100143
-0.154812 0.100416
-0.158748 0.100608
-0.162663 0.100753
-0.166490 0.101003
-0.170310 0.101152
-0.174376 0.101343
-0.178042 0.101597
-0.182152 0.101808
-0.185890 0.101955
-0.189835 0.102206
-0.193789 0.102380
-0.197592 0.102550
-0.201485 0.102715
-0.205435 0.102950
-0.209611 0.103062
-0.213510 0.103237
-0.217183 0.103484
-0.221081 0.103537
-0.225035 0.103818
-0.229175 0.103955
-0.232810 0.103975
-0.236909 0.104209
-0.240911 0.104341
-0.244874 0.104583
-0.248685 0.104648
-0.252682 0.104788
-0.256426 0.104863
-0.260312 0.104985
-0.264226 0.105140
-0.268275 0.105345
-0.272178 0.105392
-0.276098 0.105574
-0.279962 0.105669
-0.283726 0.105870
-0.287561 0.105986
-0.291530 0.106157
-0.295653 0.106232
-0.299508 0.106360
-0.303205 0.106435
-0.307119 0.106506
-0.311222 0.106610
-0.315040 0.106712
-0.319109 0.106923
-0.322802 0.106869
-0.326736 0.107107
-0.330757 0.107194
-0.334551 0.107266
-0.338609 0.107336
-0.342334 0.107461
-0.346260 0.107499
-0.350197 0.107528
-0.354330 0.107713
-0.358214 0.107801
-0.361944 0.107823
-0.365870 0.107912
-0.369843 0.107907
-0.373801 0.108009
-0.377585 0.108042
-0.381590 0.108069
-0.385640 0.108196
-0.389359 0.108183
-0.393455 0.108238
-0.397124 0.108401
-0.401297 0.108448
-0.405099 0.108372
-0.408973 0.108460
-0.412768 0.108516
-0.416879 0.108378
-0.420740 0.108440
-0.424720 0.108501
-0.428435 0.108388
-0.432448 0.108449
-0.436233 0.108379
-0.440291 0.108414
-0.444058 0.108437
-0.448009 0.108301
-0.451946 0.108330
-0.455906 0.108360
-0.459838 0.108262
-0.463627 0.108296
-0.467665 0.108296
-0.471562 0.108246
-0.475616 0.108238
-0.479259 0.108164
-0.483408 0.108085
-0.487201 0.108053
-0.491176 0.107958
-0.495164 0.107949
-0.498881 0.107814
-0.502847 0.107726
-0.506740 0.107771
-0.510661 0.107654
-0.514584 0.107538
-0.518572 0.107393
-0.522493 0.107378
-0.526203 0.107361
-0.530382 0.107190
-0.534306 0.107092
-0.538082 0.107033
-0.541986 0.106905
-0.545769 0.106793
-0.549868 0.106652
-0.553737 0.106548
-0.557708 0.106426
-0.561489 0.106284
-0.565523 0.106139
-0.569421 0.105947
-0.573363 0.105787
-0.577327 0.105770
-0.581025 0.105542
-0.585170 0.105396
-0.588955 0.105299
-0.592897 0.105152
-0.596786 0.104940
-0.600773 0.104790
-0.604652 0.104546
-0.608624 0.104248
-0.612387 0.104111
-0.616236 0.103824
-0.620333 0.103592
-0.624142 0.103435
-0.627982 0.103161
-0.632013 0.102936
-0.635950 0.102746
-0.639750 0.102464
-0.643812 0.102188
-0.647716 0.101877
-0.651470 0.101599
-0.655424 0.101350
-0.659436 0.101108
-0.663221 0.100842
-0.667176 0.100474
-0.671261 0.100176
-0.674975 0.099850
-0.678874 0.099548
-0.682847 0.099283
-0.686761 0.098913
-0.690694 0.098625
-0.694655 0.098251
-0.698620 0.097779
-0.702375 0.097539
-0.706352 0.097171
-0.710194 0.096680
-0.714111 0.096299
-0.718058 0.095888
-0.721931 0.095466
-0.725898 0.094970
-0.729921 0.094630
-0.733751 0.094088
-0.737753 0.093634
-0.741592 0.093213
-0.745465 0.092784
-0.749570 0.092321
-0.753260 0.091832
-0.757262 0.091232
-0.761194 0.090810
-0.765074 0.090207
-0.768925 0.089703
-0.772926 0.089195
-0.776796 0.088693
-0.780678 0.088001
-0.784664 0.087458
-0.788564 0.086853
-0.792510 0.086344
-0.796439 0.085698
-0.800274 0.085051
-0.804174 0.084429
-0.808120 0.083795
-0.812077 0.083127
-0.815926 0.082284
-0.819875 0.081566
-0.823837 0.080849
-0.827697 0.080226
-0.831599 0.079457
-0.835519 0.078661
-0.839451 0.077874
-0.843412 0.077027
-0.847244 0.076213
-0.851186 0.075335
-0.855111 0.074483
-0.859058 0.073549
-0.862989 0.072662
-0.866866 0.071745
-0.870771 0.070786
-0.874706 0.069698
-0.878576 0.068790
-0.882481 0.067655
-0.886433 0.066688
-0.890323 0.065554
-0.894247 0.064522
-0.898158 0.063317
-0.902077 0.062181
-0.905999 0.060847
-0.909938 0.059599
-0.913855 0.058343
-0.917806 0.057036
-0.921653 0.055598
-0.925584 0.054151
-0.929495 0.052766
-0.933430 0.051211
-0.937385 0.049638
-0.941300 0.048064
-0.945163 0.046385
-0.949111 0.044662
-0.952995 0.042812
-0.956916 0.040774
-0.960824 0.038745
-0.964797 0.036521
-0.968698 0.034318
-0.972578 0.031912
-0.976490 0.029274
-0.980438 0.026287
-0.984343 0.023010
-0.988241 0.019412
-0.992164 0.015228
-0.996080 0.009981
-1.000000 -0.000001
-0.996085 -0.008626
-0.992168 -0.012420
-0.988249 -0.015281
-0.984354 -0.017551
-0.980425 -0.019690
-0.976516 -0.021600
-0.972567 -0.023209
-0.968666 -0.024650
-0.964749 -0.025863
-0.960829 -0.027174
-0.956944 -0.028375
-0.952992 -0.029396
-0.949071 -0.030480
-0.945154 -0.031424
-0.941244 -0.032338
-0.937331 -0.033155
-0.933424 -0.033951
-0.929502 -0.034713
-0.925631 -0.035387
-0.921736 -0.036139
-0.917780 -0.036865
-0.913861 -0.037514
-0.909945 -0.038109
-0.906031 -0.038692
-0.902077 -0.039306
-0.898208 -0.039799
-0.894243 -0.040354
-0.890328 -0.040860
-0.886453 -0.041212
-0.882496 -0.041776
-0.878674 -0.042219
-0.874704 -0.042515
-0.870835 -0.042994
-0.866872 -0.043416
-0.862995 -0.043731
-0.859016 -0.044075
-0.855088 -0.044503
-0.851239 -0.044787
-0.847237 -0.045149
-0.843374 -0.045368
-0.839422 -0.045746
-0.835531 -0.045970
-0.831571 -0.046288
-0.827731 -0.046500
-0.823735 -0.046715
-0.819910 -0.046962
-0.816040 -0.047289
-0.812092 -0.047448
-0.808123 -0.047734
-0.804229 -0.047932
-0.800302 -0.048103
-0.796380 -0.048257
-0.792518 -0.048511
-0.788546 -0.048660
-0.784603 -0.048828
-0.780706 -0.048903
-0.776837 -0.049103
-0.772854 -0.049265
-0.768956 -0.049400
-0.765066 -0.049488
-0.761160 -0.049665
-0.757177 -0.049656
-0.753390 -0.049871
-0.749413 -0.049997
-0.745494 -0.050085
-0.741549 -0.050100
-0.737631 -0.050290
-0.733787 -0.050350
-0.729918 -0.050456
-0.725859 -0.050524
-0.722006 -0.050636
-0.718178 -0.050682
-0.714120 -0.050703
-0.710199 -0.050809
-0.706319 -0.050818
-0.702465 -0.050811
-0.698546 -0.050948
-0.694695 -0.050895
-0.690727 -0.050899
-0.686716 -0.050980
-0.682955 -0.051033
-0.679016 -0.051107
-0.675012 -0.051039
-0.671180 -0.051075
-0.667361 -0.051026
-0.663374 -0.051062
-0.659319 -0.050979
-0.655433 -0.051093
-0.651677 -0.051112
-0.647634 -0.051035
-0.643658 -0.051012
-0.639733 -0.051016
-0.635820 -0.050992
-0.632039 -0.050970
-0.628105 -0.050906
-0.624222 -0.050965
-0.620245 -0.050922
-0.616368 -0.050851
-0.612374 -0.050852
-0.608441 -0.050755
-0.604618 -0.050808
-0.600643 -0.050642
-0.596736 -0.050651
-0.592925 -0.050573
-0.588947 -0.050549
-0.585004 -0.050515
-0.581229 -0.050371
-0.577253 -0.050219
-0.573287 -0.050224
-0.569372 -0.050190
-0.565605 -0.050170
-0.561460 -0.050023
-0.557512 -0.049970
-0.553654 -0.049918
-0.549751 -0.049800
-0.545853 -0.049710
-0.541970 -0.049591
-0.538032 -0.049575
-0.534267 -0.049498
-0.530382 -0.049355
-0.526306 -0.049220
-0.522486 -0.049189
-0.518371 -0.049021
-0.514679 -0.048910
-0.510664 -0.048784
-0.506776 -0.048798
-0.502941 -0.048584
-0.498820 -0.048490
-0.495022 -0.048427
-0.491068 -0.048198
-0.487113 -0.048151
-0.483386 -0.047987
-0.479400 -0.047953
-0.475384 -0.047853
-0.471558 -0.047599
-0.467556 -0.047477
-0.463688 -0.047457
-0.459700 -0.047245
-0.455789 -0.047114
-0.451985 -0.046969
-0.448140 -0.046951
-0.444247 -0.046649
-0.440368 -0.046614
-0.436340 -0.046490
-0.432277 -0.046386
-0.428612 -0.046195
-0.424717 -0.045960
-0.420580 -0.045983
-0.416767 -0.045730
-0.412954 -0.045619
-0.408950 -0.045358
-0.405118 -0.045366
-0.401201 -0.045229
-0.397259 -0.044942
-0.393391 -0.044915
-0.389507 -0.044670
-0.385420 -0.044596
-0.381438 -0.044356
-0.377785 -0.044146
-0.373884 -0.043938
-0.369973 -0.043976
-0.365971 -0.043732
-0.362169 -0.043527
-0.358085 -0.043440
-0.354212 -0.043285
-0.350322 -0.043104
-0.346235 -0.042840
-0.342368 -0.042673
-0.338530 -0.042570
-0.334680 -0.042335
-0.330838 -0.042259
-0.326669 -0.042015
-0.322995 -0.041770
-0.319005 -0.041585
-0.315190 -0.041493
-0.311121 -0.041240
-0.307168 -0.041161
-0.303460 -0.040889
-0.299466 -0.040719
-0.295465 -0.040504
-0.291437 -0.040385
-0.287847 -0.040259
-0.283938 -0.040050
-0.279980 -0.039808
-0.275877 -0.039623
-0.272188 -0.039474
-0.268313 -0.039186
-0.264079 -0.038982
